,Knowledge ID #,Citation #,Reference,Reference Type,Reference Rank
10282,1029,3,"U.S. Department of Agriculture. (2020 October 30). Pumpkin seeds, unsalted. Retrieved July 18, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1100603/nutrients",Website: Governmentmental,4
10283,1029,4,"U.S. Department of Agriculture. (2020 October 30). Almonds, unsalted. Retrieved July 18, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1100511/nutrients",Website: Governmentmental,4
11630,1164,1,"U.S. Department of Agriculture. (2020 October 30). Sugar, NFS. FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1103932/nutrients",Website: Governmentmental,4
11631,1164,2,"U.S. Department of Agriculture. (2020 October 30). Cream, light. FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1097884/nutrients",Website: Governmentmental,4
71,8,2,https://www.sportsdietitians.com.au/wp-content/uploads/2015/04/110701-Protein-Supplementation_General.pdf,Website: Other,4
110,12,1,"Meadows, A. (2022January 31). Insomnia. Sleep Foundation. https://www.sleepfoundation.org/insomnia",Website: Other,4
192,20,3,How much does sleep loss affect strength performance? - https://www.strongerbyscience.com/research-spotlight-sleep-loss/,Website: Other,4
280,29,1,"Sugar Nutrition Resource Centre. (n.d.). Sugars on food labels. Retrieved November 13, 2021 from https://www.sugarnutritionresource.org/the-basics/sugars-on-food-labels",Website: Other,4
601,61,2,"Fernandes, J., Lamb, K., & Twist, C. (2018). Internal Loads, but Not External Loads and Fatigue, Are Similar in Young and Middle-Aged Resistance-Trained Males during High Volume Squatting Exercise. Journal of Functional Morphology and Kinesiology, 3(3), 45. MDPI AG. Retrieved from http://dx.doi.org/10.3390/jfmk3030045",Website: Other,4
891,90,2,"Andrews, M. (2002 January 21). Why does your stomach growl when you are hungry?. Retrieved October 19, 2021 from Scientific American. https://www.scientificamerican.com/article/why-does-your-stomach-gro/",Website: Other,4
1040,105,1,"Sowder, A. (2020 September 22). Why Roasting Makes Vegetables Taste Sweeter & How to Do It Right. Retrieved October 29, 2021 from Chowhound. https://www.chowhound.com/food-news/177981/why-roasted-vegetables-taste-sweeter/",Website: Other,4
1041,105,2,"Redmond, M. (2016 August 10). The Tasty Science of Flavorful Grilled Vegetables. Retrieved October 29, 2021 from Food & Nutrition. https://foodandnutrition.org/blogs/stone-soup/tasty-science-flavorful-grilled-vegetables/",Website: Other,4
1191,120,2,"Suni, E. (2020 October 30). How to Reset Your Sleep Routine. Retrieved October 31, 2021 from Sleep Foundation. https://www.sleepfoundation.org/sleep-hygiene/how-to-reset-your-sleep-routine",Website: Other,4
1371,138,2,"Hirshkowitz, M., Whiton, K., Albert, S. M., Alessi, C., Bruni, O., DonCarlos, L., Hazen, N., Herman, J., Katz, E. S., Kheirandish-Gozal, L., Neubauer, D. N., O'Donnell, A. E., Ohayon, M., Peever, J., Rawding, R., Sachdeva, R. C., Setters, B., Vitiello, M. V., Ware, J. C., & Adams Hillard, P. J. (2015). National Sleep Foundation's sleep time duration recommendations: methodology and results summary. Sleep health, 1(1), 40–43. https://doi.org/10.1016/j.sleh.2014.12.010",Website: Other,4
1372,138,3,"Suni, E. (2021 March 10). How Much Sleep Do We Really Need?. Retrieved November 17, 2021 from Sleep Foundation. https://www.sleepfoundation.org/how-sleep-works/how-much-sleep-do-we-really-need",Website: Other,4
1384,139,5,"Preiato, D. (2021 June 28). Is Walking After Eating Good for You? Retrieved November 17, 2021 from Healthline. https://www.healthline.com/nutrition/walking-after-eating",Website: Other,4
1425,143,6,"Suttie, J. (2017 November 13). Four Ways Social Support Makes You More Resilient. Greater Good Magazine. https://greatergood.berkeley.edu/article/item/four_ways_social_support_makes_you_more_resilient",Website: Other,4
1472,148,3,"Suni, E. (2020 November 3). Light and Sleep. National Sleep Foundation. https://www.sleepfoundation.org/bedroom-environment/light-and-sleep",Website: Other,4
1490,150,1,"Pacheco, D. (2021 June 24). The Best Temperature for Sleep. Sleep Foundation. https://www.sleepfoundation.org/bedroom-environment/best-temperature-for-sleep",Website: Other,4
1580,159,1,"Bohannon, J. (2015 May 27). I Fooled Millions Into Thinking Chocolate Helps Weight Loss. Here's How. Gizmodo. https://gizmodo.com/i-fooled-millions-into-thinking-chocolate-helps-weight-1707251800",Website: Other,4
1581,159,2,"Chocolate Causes Weight Loss. (2015). Retrieved November 23, 2021 from Scribd. https://www.scribd.com/doc/266969860/Chocolate-causes-weight-loss",Website: Other,4
1643,165,4,"Effects of physical exercise on working memory in older adults: a systematic and meta-analytic review. (n.d.). Retrieved November 23, 2021 from McMaster University Optimal Aging Portal, https://www.mcmasteroptimalaging.org/full-article/es/multicomponent-exercise-training-improves-physical-functioning-frail-older-36",Website: Other,4
1941,195,2,"HOW TO MAKE WEIGHT FOR COMPETITION THE RIGHT WAY. (2017 August 7). Retrieved December 09, 2021 from Sports Dietitians of Australia. https://www.sportsdietitians.com.au/sda-blog/make-weight-competition/",Website: Other,4
2061,207,2,"Steele, J., Plotkin, D., Van Every, D., Rosa, A., Zambrano, H., Mendelovits, B., Carrasquillo-Mercado, M., et al. (2021). Slow and Steady, or Hard and Fast? A Systematic Review and Meta-Analysis of Studies Comparing Body Composition Changes between Interval Training and Moderate Intensity Continuous Training. Sports, 9(11), 155. MDPI AG. Retrieved from http://dx.doi.org/10.3390/sports9110155",Website: Other,4
2492,250,3,Multitasking: Switching costs. (2006 March 20). American Psychological Association. https://www.apa.org/research/action/multitask,Website: Other,4
2520,253,1,"Sugar Nutrition Resource Centre. (n.d.). Sugars on food labels. Retrieved November 13, 2021 from https://www.sugarnutritionresource.org/the-basics/sugars-on-food-labels",Website: Other,4
2572,258,3,"My Speak Up Plan. (n.d.). Retrieved January 09, 2022 from Advance Care Planning Canada. https://www.advancecareplanning.ca/my-plan/",Website: Other,4
2682,269,3,"What is an ICU diary?. (n.d.). Retrieved January 15, 2022 from ICU-DIARY. http://www.icu-diary.org/diary/Diary.html",Website: Other,4
2700,271,1,"Henderson, R. (2016 December 28). Social Isolation - How to Help Patients be Less Lonely. Patient. https://patient.info/doctor/social-isolation-how-to-help-patients-be-less-lonely#nav-4",Website: Other,4
3022,303,3,"Brown, M.J. (2016 August 17). Synthetic vs Natural Nutrients: Does It Matter?. Healthline https://www.healthline.com/nutrition/synthetic-vs-natural-nutrients#TOC_TITLE_HDR_2",Website: Other,4
3120,313,1,"Skerrett, P. (n.d.). Vitamin B12 deficiency can be sneaky, harmful. Retrieved January 24, 2022 from Harvard Health Publishing. https://www.health.harvard.edu/blog/vitamin-b12-deficiency-can-be-sneaky-harmful-201301105780",Website: Other,4
3211,322,2,"Linus Pauling Institute's Micronutrient Information Center. (n.d.). Cruciferous Vegetables. Retrieved January 27, 2022 from Oregon State University. https://lpi.oregonstate.edu/mic/food-beverages/cruciferous-vegetables#introduction",Website: Other,4
3312,332,3,"Pacheco, D. (2020 December 11). Light Therapy for Insomnia Sufferers. Retrieved January 29, 2022 from Sleep Foundation. https://www.sleepfoundation.org/light-therapy",Website: Other,4
3322,333,3,"Pacheco, D. (2020 December 11). Light Therapy for Insomnia Sufferers. Retrieved January 29, 2022 from Sleep Foundation. https://www.sleepfoundation.org/light-therapy",Website: Other,4
3521,353,2,"Grgic, J., Mikulic, I., & Mikulic, P. (2021). Acute and Long-Term Effects of Attentional Focus Strategies on Muscular Strength: A Meta-Analysis. Sports, 9(11), 153. MDPI AG. Retrieved from http://dx.doi.org/10.3390/sports9110153",Website: Other,4
3931,394,2,"Horschig, A and Sonthana, K. (2016 January 29). CAN THE KNEES GO OVER THE TOES?. Retrieved February 10, 2022 from Squat University. https://squatuniversity.com/2016/01/29/can-the-knees-go-over-the-toes-debunking-squat-myths/",Website: Other,4
4242,425,3,"Non Specific Low Back Pain. (n.d.). Retrieved February 16, 2022 from Physiopedia. https://www.physio-pedia.com/Non_Specific_Low_Back_Pain",Website: Other,4
4305,431,6,How to Stop a Full Bladder From Killing Your Sleep. (2021 March 18). Cleveland Clinic. https://health.clevelandclinic.org/stop-full-bladder-killing-sleep/,Website: Other,4
4831,484,2,"Wet Bulb Globe Temperature. (n.d.). Retrieved February 28, 2022 from National Weather Service. https://www.weather.gov/car/WBGT",Website: Other,4
4860,487,1,"Food Network Kitchen. (n.d.). How to Cook Dried Beans. Retrieved February 28, 2022 from Food Network. https://www.foodnetwork.com/how-to/packages/food-network-essentials/how-to-cook-dried-beans",Website: Other,4
4963,497,4,"Regular ingestion of fructans-rich vegetables is associated with better satiety and fewer cravings for sweet and salty foods. (2019 July 1). Gut Microbiota for Health. https://www.gutmicrobiotaforhealth.com/regular-ingestion-of-fructans-rich-vegetables-is-associated-with-better-satiety-and-fewer-cravings-for-sweet-and-salty-foods/",Website: Other,4
5090,510,1,"What Causes Behavior Change. (n.d.). Retrieved March 11, 2022 from Fogg Behavior Model. https://behaviormodel.org/",Website: Other,4
5404,541,5,"Walk / Run Metabolic Calculator. (n.d.). Retrieved March 14, 2022 from ExRx. https://exrx.net/Calculators/WalkRunMETs",Website: Other,4
5761,577,2,"Reyes, R., Icarangal, A., and Bertellotti, G. (2015 January 13). Spasticity and Spinal Cord Injury. Retrieved March 18, 2022 from University of Washington Northwest Regional Spinal Cord Injury System. https://sci.washington.edu/spasticity/",Website: Other,4
5861,587,2,"Suni, E. (2021 July 9). Sleep Apnea. Retrieved March 20, 2022 from Sleep Foundation. https://www.sleepfoundation.org/sleep-apnea",Website: Other,4
5871,588,2,"Pacheco, D. (2021 February 5). Restless Legs Syndrome (RLS) Symptoms. Retrieved March 20, 2022 from Sleep Foundation. https://www.sleepfoundation.org/restless-legs-syndrome/symptoms",Website: Other,4
5872,588,3,"Pacheco, D. (2021 February 5). Restless Legs Syndrome (RLS) Treatment. Retrieved March 20, 2022 from Sleep Foundation. https://www.sleepfoundation.org/restless-legs-syndrome/treatment",Website: Other,4
6381,639,2,"Body Weight Planner. (n.d.). Retrieved April 08, 2022 from National Institutes of Diabetes and Digestive and Kidney Diseases. https://www.niddk.nih.gov/bwp",Website: Other,4
6442,645,3,"Three Good Things. (n.d.). Greater Good in Action. https://ggia.berkeley.edu/practice/three-good-things",Website: Other,4
6481,649,2,"Freuman, T.D. (2015 May 5). What is Inulin (Chicory Root Fiber)?. U.S. News. https://health.usnews.com/health-news/blogs/eat-run/2015/05/05/what-is-inulin-chicory-root-fiber",Website: Other,4
6565,657,6,"West, H. (2021 August 6). How Bananas Affect Diabetes and Blood Sugar Levels. Healthline. https://www.healthline.com/nutrition/bananas-diabetes",Website: Other,4
6581,659,2,"Cooked rice can make you sick if you don't store it like this. (2019 Aug 18). ABC Everyday. https://www.abc.net.au/everyday/bacillus-cereus-in-rice-can-make-you-sick-if-not-stored-right/11324446",Website: Other,4
6582,659,3,"Foster, K. (2022). How Long Can You Keep Leftover Rice in the Fridge?. Kitchn. https://www.thekitchn.com/4-signs-your-cooked-rice-has-gone-bad-228342",Website: Other,4
6721,673,2,"Green Potatoes. (2015 April 13). Food Safety Authority of Ireland. https://www.fsai.ie/faq/green_potatoes.html#:~:text=Potatoes%20will%20often%20go%20green,as%20glycoalkaloids%2C%20may%20be%20increased.",Website: Other,4
7831,784,2,"Stout, T. E., Lingeman, J. E., Krambeck, A. E., Humphreys, M. R., Zisman, A., Elfering, S., Large, T., Dahm, P., & Borofsky, M. (2022). A Randomized Trial Evaluating the Use of a Smart Water Bottle to Increase Fluid Intake in Stone Formers. Journal of renal nutrition : the official journal of the Council on Renal Nutrition of the National Kidney Foundation, S1051-2276(21)00184-9. Advance online publication. https://doi.org/10.1053/j.jrn.2021.07.007",Website: Other,4
8331,834,2,"Lama, S.C.. (2020 February 20). Benefits of Garlic Powder. Livestrong. https://www.livestrong.com/article/268286-benefits-of-garlic-powder/",Website: Other,4
8332,834,3,"Micronutrient Information Center. (n.d.). Garlic and Organosulfur Compounds. Retrieved May 30, 2022 from Linus Pauling Institute. https://lpi.oregonstate.edu/mic/food-beverages/garlic",Website: Other,4
8411,842,2,"Splichal, E. (2021 March 1). Walking Speed – A Predictor of Longevity. Barefoot Strong Blog. https://barefootstrongblog.com/2021/03/01/walking-speed-a-predictor-of-longevity/",Website: Other,4
8421,843,2,"Splichal, E. (2021 March 1). Walking Speed – A Predictor of Longevity. Barefoot Strong Blog. https://barefootstrongblog.com/2021/03/01/walking-speed-a-predictor-of-longevity/",Website: Other,4
9090,910,1,"Your Oral Health. (n.d.). Retrieved June 17, 2022 from Canadian Dental Association. https://www.cda-adc.ca/en/oral_health/index.asp#intro",Website: Other,4
9340,935,1,"Supplements + OTCs May Hurt Your Kidneys. (2019 December 30). Cleveland Clinic. https://health.clevelandclinic.org/supplements-otcs-may-hurt-kidneys/",Website: Other,4
9341,935,2,"Vitamins and Minerals in Chronic Kidney Disease. (n.d.). Retrieved June 24, 2022 from National Kidney Foundation. https://www.kidney.org/atoz/content/vitamineral",Website: Other,4
9451,946,2,"Prochnow, T., Amo, C., Patterson, M. S., & Heinrich, K. M. (2022). I CrossFit; Do You? Cross-Sectional Peer Similarity of Physical Activity Behavior in a Group High Intensity Functional Training Setting. International Journal of Environmental Research and Public Health, 19(9), 4932. MDPI AG. Retrieved from http://dx.doi.org/10.3390/ijerph19094932",Website: Other,4
10174,1018,5,"Bjarnadottir, A. (2022 April 11). Matcha — Even More Powerful Than Regular Green Tea?. Healthline. https://www.healthline.com/nutrition/matcha-green-tea",Website: Other,4
10180,1019,1,"Green Tea Review: Tea Bags, Loose Tea, Matcha Powders, and Supplements. (2021 May 22). Retrieved July 17, 2022 from Consumer Lab. https://www.consumerlab.com/reviews/green-tea-review-tea-bags-matcha-supplements/green-tea/",Website: Other,4
